price,day_of_week,day,month,last_change,7_day_low,30_day_low,7_day_high,30_day_high,7_day_mean,30_day_mean,date
34058.5,3.0,23.0,4.0,-2191.875,34058.5,34058.5,41571.255319148935,41571.255319148935,37293.37677304965,37293.37677304965,2015-04-23
37422.458333333336,4.0,24.0,4.0,-4148.796985815599,34058.5,34058.5,41571.255319148935,41571.255319148935,37325.647163120564,37325.647163120564,2015-04-24
34447.49253731343,5.0,25.0,4.0,388.99253731343197,34058.5,34058.5,41571.255319148935,41571.255319148935,36750.016237959135,36750.016237959135,2015-04-25
38888.3,6.0,26.0,4.0,1465.8416666666672,34058.5,34058.5,41571.255319148935,41571.255319148935,37106.39686496595,37106.39686496595,2015-04-26
39143.232876712325,0.0,27.0,4.0,4695.740339398893,34058.5,34058.5,41571.255319148935,41571.255319148935,37397.37343807257,37397.37343807257,2015-04-27
41298.718309859156,1.0,28.0,4.0,2410.418309859153,34058.5,34058.5,41571.255319148935,41571.255319148935,38118.56533948103,37885.0415470459,2015-04-28
41633.68656716418,2.0,29.0,4.0,2490.4536904518536,34058.5,34058.5,41633.68656716418,41633.68656716418,38127.48408919749,38301.55766039238,2015-04-29
37958.07042253521,3.0,30.0,4.0,-3340.6478873239466,34447.49253731343,34058.5,41633.68656716418,41633.68656716418,38684.565578131085,38267.20893660666,2015-04-30
36917.08450704225,4.0,1.0,5.0,-4716.602060121928,34447.49253731343,34058.5,41633.68656716418,41633.68656716418,38612.36931723236,38144.4703521008,2015-05-01
39614.67605633803,5.0,2.0,5.0,1656.605633802821,36917.08450704225,34058.5,41633.68656716418,41633.68656716418,39350.538391378745,38266.98749412057,2015-05-02
39447.0,6.0,3.0,5.0,2529.915492957749,36917.08450704225,34058.5,41633.68656716418,41633.68656716418,39430.35267709302,38357.757686880526,2015-05-03
39060.708333333336,0.0,4.0,5.0,-553.9677230046946,36917.08450704225,34058.5,41633.68656716418,41633.68656716418,39418.56345661031,38407.968447341445,2015-05-04
38770.59722222222,1.0,5.0,5.0,-676.402777777781,36917.08450704225,34058.5,41633.68656716418,41633.68656716418,39057.40330123361,38432.14369900016,2015-05-05
38812.681818181816,2.0,6.0,5.0,-248.02651515151956,36917.08450704225,34058.5,39614.67605633803,41633.68656716418,38654.402622807545,38455.92733144901,2015-05-06
39035.12698412698,3.0,7.0,5.0,264.5297619047633,36917.08450704225,34058.5,39614.67605633803,41633.68656716418,38808.26784589209,38489.9978992536,2015-05-07
38892.81690140845,4.0,8.0,5.0,80.13508322663256,38770.59722222222,34058.5,39614.67605633803,41633.68656716418,39090.51533080155,38512.376732706645,2015-05-08
38824.394366197186,5.0,9.0,5.0,-210.7326179297961,38770.59722222222,34058.5,39447.0,41633.68656716418,38977.61794649572,38528.798713416676,2015-05-09
39355.59701492537,6.0,10.0,5.0,462.7801135169211,38770.59722222222,34058.5,39355.59701492537,41633.68656716418,38964.560377199334,38570.13862849211,2015-05-10
40897.55072463768,0.0,11.0,5.0,2073.156358440494,38770.59722222222,34058.5,40897.55072463768,41633.68656716418,39226.96643309995,38680.96777592761,2015-05-11
40302.434782608696,1.0,12.0,5.0,946.8377676833261,38812.681818181816,34058.5,40897.55072463768,41633.68656716418,39445.80037029803,38754.670821685846,2015-05-12
40613.09090909091,2.0,13.0,5.0,-284.45981554676837,38824.394366197186,34058.5,40897.55072463768,41633.68656716418,39703.00166899932,38835.47169505128,2015-05-13
39522.78378378379,3.0,14.0,5.0,-779.650998824909,38824.394366197186,34058.5,40897.55072463768,41633.68656716418,39772.66692609315,38864.10969874847,2015-05-14
39347.642857142855,4.0,15.0,5.0,-1265.4480519480567,38824.394366197186,34058.5,40897.55072463768,41633.68656716418,39837.64206262665,38883.45102508425,2015-05-15
39439.416666666664,5.0,16.0,5.0,-83.36711711712269,39347.642857142855,34058.5,40897.55072463768,41633.68656716418,39925.50239126514,38904.83431899126,2015-05-16
39269.09090909091,6.0,17.0,5.0,-78.55194805194333,39269.09090909091,34058.5,40897.55072463768,41633.68656716418,39913.14437614592,38918.32530380977,2015-05-17
39785.391304347824,0.0,18.0,5.0,345.97463768115995,39269.09090909091,34058.5,40613.09090909091,41633.68656716418,39754.26445896167,38949.29194668612,2015-05-18
40106.9,1.0,19.0,5.0,837.8090909090897,39269.09090909091,34058.5,40613.09090909091,41633.68656716418,39726.33091858899,38989.20946576592,2015-05-19
40163.708333333336,2.0,20.0,5.0,378.31702898551157,39269.09090909091,34058.5,40163.708333333336,41633.68656716418,39662.13340776648,39028.359428018164,2015-05-20
40609.04285714286,3.0,21.0,5.0,502.14285714285506,39269.09090909091,34058.5,40609.04285714286,41633.68656716418,39817.313275389206,39173.64835658959,2015-05-21
40792.86111111111,4.0,22.0,5.0,629.1527777777737,39269.09090909091,34058.5,40792.86111111111,41633.68656716418,40023.77302595611,39147.70188298833,2015-05-22
40335.8125,5.0,23.0,5.0,-273.2303571428565,39269.09090909091,34447.49253731343,40792.86111111111,41633.68656716418,40151.82957357515,39356.94563298833,2015-05-23
40620.9375,6.0,24.0,5.0,-171.9236111111095,39785.391304347824,34447.49253731343,40792.86111111111,41633.68656716418,40344.9505151336,39463.561605210554,2015-05-24
41521.112676056335,0.0,25.0,5.0,1185.3001760563347,40106.9,36917.08450704225,41521.112676056335,41633.68656716418,40592.91071109195,39699.348943168654,2015-05-25
43354.24637681159,1.0,26.0,5.0,2733.308876811592,40163.708333333336,36917.08450704225,43354.24637681159,43354.24637681159,41056.817336350745,39848.2138223957,2015-05-26
42744.11111111111,2.0,27.0,5.0,1222.9984350547747,40335.8125,36917.08450704225,43354.24637681159,43354.24637681159,41425.44630460471,39968.24309687565,2015-05-27
42530.45070422535,3.0,28.0,5.0,-823.7956725862387,40335.8125,36917.08450704225,43354.24637681159,43354.24637681159,41699.93313990221,40009.30084335453,2015-05-28
41948.89552238806,4.0,29.0,5.0,-795.2155887230474,40335.8125,36917.08450704225,43354.24637681159,43354.24637681159,41865.08091294178,40019.80780852866,2015-05-29
41336.583333333336,5.0,30.0,5.0,-1193.8673708920178,40620.9375,36917.08450704225,43354.24637681159,43354.24637681159,42008.048174846546,40132.42490555527,2015-05-30
41985.98591549296,0.0,1.0,6.0,37.090393104896066,41336.583333333336,38770.59722222222,43354.24637681159,43354.24637681159,42316.712160560404,40325.06801788865,2015-06-01
42266.357142857145,1.0,2.0,6.0,929.7738095238092,41336.583333333336,38770.59722222222,42744.11111111111,43354.24637681159,42135.39728823466,40422.28722971131,2015-06-02
42493.90277777778,2.0,3.0,6.0,507.91686228482286,41336.583333333336,38770.59722222222,42530.45070422535,43354.24637681159,42093.695899345774,40540.67324503698,2015-06-03
42587.80281690141,3.0,4.0,6.0,321.445674044262,41336.583333333336,38812.681818181816,42587.80281690141,43354.24637681159,42103.25458479178,40672.30102416385,2015-06-04
42862.42465753425,4.0,5.0,6.0,368.52187975646666,41336.583333333336,38824.394366197186,42862.42465753425,43354.24637681159,42255.50944064948,40811.94732896911,2015-06-05
42976.333333333336,5.0,6.0,6.0,388.53051643192885,41985.98591549296,38824.394366197186,42976.333333333336,43354.24637681159,42528.80110731614,40947.85099618311,2015-06-06
42835.3125,6.0,7.0,6.0,-27.11215753424767,41985.98591549296,38824.394366197186,42976.333333333336,43354.24637681159,42572.588449128125,41083.79912027248,2015-06-07
44193.69117647059,0.0,8.0,6.0,1217.3578431372516,42266.357142857145,39269.09090909091,44193.69117647059,44193.69117647059,42887.97491498206,41268.94728614397,2015-06-08
44669.605633802814,1.0,9.0,6.0,1834.2931338028138,42493.90277777778,39269.09090909091,44669.605633802814,44669.605633802814,43231.29612797431,41452.18896265699,2015-06-09
44723.290322580644,2.0,10.0,6.0,529.5991461100566,42587.80281690141,39269.09090909091,44723.290322580644,44723.290322580644,43549.78006294615,41584.11101775847,2015-06-10
45630.85964912281,3.0,11.0,6.0,961.2540153199952,42835.3125,39269.09090909091,45630.85964912281,45630.85964912281,43984.50246754921,41767.849806258964,2015-06-11
46500.43076923077,4.0,12.0,6.0,1777.1404466501263,42835.3125,39269.09090909091,46500.43076923077,46500.43076923077,44504.217626362995,41970.861525574124,2015-06-12
45909.5,5.0,13.0,6.0,278.64035087719094,42835.3125,39269.09090909091,46500.43076923077,46500.43076923077,44923.241435886805,42191.09311923675,2015-06-13
46686.42253521127,6.0,14.0,6.0,185.99176598049962,44193.69117647059,39269.09090909091,46686.42253521127,46686.42253521127,45473.400012345555,42444.15448744601,2015-06-14
47575.944444444445,0.0,15.0,6.0,1666.4444444444453,44669.605633802814,39269.09090909091,47575.944444444445,47575.944444444445,45956.57905062753,42724.72441081766,2015-06-15
47953.22857142857,1.0,16.0,6.0,1266.8060362172982,44723.290322580644,39785.391304347824,47953.22857142857,47953.22857142857,46425.66804171693,43024.177433656885,2015-06-16
48559.28571428572,2.0,17.0,6.0,983.3412698412722,45630.85964912281,40106.9,48559.28571428572,48559.28571428572,46973.66738338908,43326.725516758204,2015-06-17
49474.958333333336,3.0,18.0,6.0,1521.7297619047677,45909.5,40163.708333333336,49474.958333333336,49474.958333333336,47522.824338276296,43649.762011011066,2015-06-18
49963.98611111111,4.0,19.0,6.0,1404.700396825392,45909.5,40335.8125,49963.98611111111,49963.98611111111,48017.61795854492,43987.702624037884,2015-06-19
50322.27142857143,5.0,20.0,6.0,847.3130952380961,46686.42253521127,40335.8125,50322.27142857143,50322.27142857143,48648.013876912264,44322.64154029405,2015-06-20
50344.971830985916,6.0,21.0,6.0,380.9857198748068,47575.944444444445,40335.8125,50344.971830985916,50344.971830985916,49170.66377630865,44652.02466856559,2015-06-21
51367.02777777778,0.0,22.0,6.0,1044.7563492063491,47953.22857142857,40620.9375,51367.02777777778,51367.02777777778,49712.24710964198,45032.411402282065,2015-06-22
52930.22222222222,1.0,23.0,6.0,2585.2503912363027,48559.28571428572,41336.583333333336,52930.22222222222,52930.22222222222,50423.24620261251,45456.8694961518,2015-06-23
52819.882352941175,2.0,24.0,6.0,1452.8545751633937,49474.958333333336,41336.583333333336,52930.22222222222,52930.22222222222,51031.90286527757,45846.48224363058,2015-06-24
52732.51515151515,3.0,25.0,6.0,-197.70707070706703,49963.98611111111,41336.583333333336,52930.22222222222,52930.22222222222,51497.26812501783,46169.87082206863,2015-06-25
51163.230769230766,4.0,26.0,6.0,-1656.6515837104089,50322.27142857143,41336.583333333336,52930.22222222222,52930.22222222222,51668.588790463495,46460.18529303829,2015-06-26
49739.98611111111,5.0,27.0,6.0,-2992.5290404040425,49739.98611111111,41336.583333333336,52930.22222222222,52930.22222222222,51585.405173683444,46708.789962241244,2015-06-27
49228.583333333336,6.0,28.0,6.0,-1934.6474358974301,49228.583333333336,41336.583333333336,52930.22222222222,52930.22222222222,51425.92110259022,46959.81367986004,2015-06-28
50032.6,0.0,29.0,6.0,292.61388888888905,49228.583333333336,41985.98591549296,52930.22222222222,52930.22222222222,51235.28856290768,47259.6763235382,2015-06-29
48541.0,1.0,30.0,6.0,-687.5833333333358,48541.0,41985.98591549296,52819.882352941175,52930.22222222222,50608.25681687594,47302.3871127536,2015-06-30
48233.91379310345,2.0,1.0,7.0,-1798.6862068965493,48233.91379310345,42266.357142857145,52732.51515151515,52930.22222222222,49953.118451184826,47510.65137534062,2015-07-01
47928.10447761194,3.0,2.0,7.0,-612.8955223880621,47928.10447761194,42493.90277777778,51163.230769230766,52930.22222222222,49266.774069198655,47699.3762864991,2015-07-02
47657.33802816901,4.0,3.0,7.0,-576.5757649344378,47657.33802816901,42587.80281690141,50032.6,52930.22222222222,48765.93224904698,47871.49079484548,2015-07-03
47664.083333333336,5.0,4.0,7.0,-264.02114427860215,47657.33802816901,42835.3125,50032.6,52930.22222222222,48469.374709364434,48040.70014539321,2015-07-04
47476.704225352114,6.0,5.0,7.0,-180.63380281689751,47476.704225352114,42835.3125,50032.6,52930.22222222222,48219.106265367125,48194.50946432047,2015-07-05
47700.583333333336,0.0,6.0,7.0,36.5,47476.704225352114,42835.3125,48541.0,52930.22222222222,47885.96102727188,48351.98446432047,2015-07-06
47437.583333333336,1.0,7.0,7.0,-39.12089201877825,47437.583333333336,44193.69117647059,48233.91379310345,52930.22222222222,47728.33007489093,48505.39349209824,2015-07-07
47512.333333333336,2.0,8.0,7.0,-188.25,47437.583333333336,44669.605633802814,47928.10447761194,52930.22222222222,47625.24715206663,48616.01489732701,2015-07-08
47251.083333333336,3.0,9.0,7.0,-186.5,47251.083333333336,44723.290322580644,47700.583333333336,52930.22222222222,47528.52984574111,48702.064153978026,2015-07-09
47189.84722222222,4.0,10.0,7.0,-322.48611111111677,47189.84722222222,45630.85964912281,47700.583333333336,52930.22222222222,47461.745444891574,48784.282717299415,2015-07-10
47038.555555555555,5.0,11.0,7.0,-212.527777777781,47038.555555555555,45909.5,47700.583333333336,52930.22222222222,47372.384333780465,48831.2059141805,2015-07-11
47298.0,6.0,12.0,7.0,108.15277777778101,47038.555555555555,45909.5,47700.583333333336,52930.22222222222,47346.85515873016,48857.791555206146,2015-07-12
47312.569444444445,0.0,13.0,7.0,274.0138888888905,47038.555555555555,46686.42253521127,47512.333333333336,52930.22222222222,47291.42460317461,48904.560536687626,2015-07-13
47087.930555555555,1.0,14.0,7.0,-210.06944444444525,47038.555555555555,47038.555555555555,47512.333333333336,52930.22222222222,47241.47420634921,48917.94413736577,2015-07-14
46978.09722222222,2.0,15.0,7.0,-334.47222222222626,46978.09722222222,46978.09722222222,47312.569444444445,52930.22222222222,47165.154761904756,48898.015896625024,2015-07-15
47154.2,3.0,16.0,7.0,66.26944444444234,46978.09722222222,46978.09722222222,47312.569444444445,52930.22222222222,47151.31428571429,48871.38161091074,2015-07-16
47073.58571428571,4.0,17.0,7.0,95.48849206349405,46978.09722222222,46978.09722222222,47312.569444444445,52930.22222222222,47134.70549886621,48821.85827757741,2015-07-17
46818.45070422535,5.0,18.0,7.0,-335.74929577464354,46818.45070422535,46818.45070422535,47312.569444444445,52930.22222222222,47103.26194867618,48733.30802327381,2015-07-18
46749.828571428574,6.0,19.0,7.0,-323.7571428571391,46749.828571428574,46749.828571428574,47312.569444444445,52930.22222222222,47024.951744594546,48626.169438617726,2015-07-19
47005.84722222222,0.0,20.0,7.0,187.39651799686544,46749.828571428574,46749.828571428574,47154.2,52930.22222222222,46981.13428427709,48515.62196507274,2015-07-20
47256.26388888889,1.0,21.0,7.0,506.4353174603166,46749.828571428574,46749.828571428574,47256.26388888889,52930.22222222222,47005.18190332471,48412.66503366952,2015-07-21
47499.694444444445,2.0,22.0,7.0,493.84722222222626,46749.828571428574,46749.828571428574,47499.694444444445,52930.22222222222,47079.6957922136,48283.753922558404,2015-07-22
47327.73611111111,3.0,23.0,7.0,71.47222222221899,46749.828571428574,46749.828571428574,47499.694444444445,52819.882352941175,47104.48666522947,48097.004385521366,2015-07-23
47176.72222222222,4.0,24.0,7.0,-322.97222222222626,46749.828571428574,46749.828571428574,47499.694444444445,52732.51515151515,47119.220452077534,47908.89904783074,2015-07-24
46901.5,5.0,25.0,7.0,-426.2361111111095,46749.828571428574,46749.828571428574,47499.694444444445,51163.230769230766,47131.0846371882,47714.53187611357,2015-07-25
46822.805555555555,6.0,26.0,7.0,-353.91666666666424,46822.805555555555,46749.828571428574,47499.694444444445,50032.6,47141.50992063492,47569.85103565772,2015-07-26
47202.042253521126,0.0,27.0,7.0,300.54225352112553,46822.805555555555,46749.828571428574,47499.694444444445,50032.6,47169.53778224905,47485.252907071386,2015-07-27
46923.708333333336,1.0,28.0,7.0,100.90277777778101,46822.805555555555,46749.828571428574,47499.694444444445,50032.6,47122.02984574111,47408.42374040473,2015-07-28
46893.51851851852,2.0,29.0,7.0,-308.5237350026073,46822.805555555555,46749.828571428574,47327.73611111111,48541.0,47035.433284894556,47303.78769102201,2015-07-29
47158.52777777778,3.0,30.0,7.0,234.81944444444525,46822.805555555555,46749.828571428574,47202.042253521126,48233.91379310345,47011.26066584693,47257.705283614596,2015-07-30
46630.98591549296,4.0,31.0,7.0,-262.5326030255601,46630.98591549296,46630.98591549296,47202.042253521126,47928.10447761194,46933.29833631419,47204.27435436091,2015-07-31
